Name
A. Lane
Kenelm Tomlinson
Kenneth Mackenzie
Kenrick Edisbury
King Charles
King Charles I
King Charles II
King Charles Stuart
King Charles Stuart I
King Charles Stuart II
King Edward
King Edward Tudor
King Edward Tudor VI
King Edward VI
King George
King George I
King George II
King Hapsburg
King Hapsburg II
King Henry
King Henry Tudor
King Henry Tudor VII
King Henry Tudor VIII
King Henry VII
King Henry VIII
King James
King James I and VI
King James II and VII
King James IV
King James Stuart
King James Stuart I and VI
King James Stuart II and VII
King James V
King of Scotland
King of Scots
King Philip
King Philip Hapsburg
King Philip Hapsburg II
King Philip II
King Stuart
King Stuart I
King Stuart I and VI
King Stuart II
King Stuart II and VII
King Tudor
King Tudor VI
King Tudor VII
King Tudor VIII
King William III and II
Knightly Chetwood
Jonah Schütz
La Belle Stuart
Lachlan Cattanach Maclean
Lachlan Cattanach Maclean of Duart
Lachlan Mackintosh
Lachlan Mor Maclean
Lachlan Mor Maclean of Duart
Lachlan of Duart
Lachlan Shaw
Lacy Ryan
Lady Agnes Campbell
Lady Alice Lisle
Lady Anne
Lady Anne Blount
Lady Anne Brandon
Lady Anne Cavendish
Lady Anne Cecil nee. Tufton
Lady Anne Cecil nee. Tufton Countess of Salisbury
Lady Anne Pierrepont
Lady Arabella Stuart
Lady Ardglass nee. Boyle
Lady Ashe nee. Wilson
Lady Bridget
Lady Bridget Wallop nee. Bennett
Lady Bridget Wallop nee. Bennett Viscountess of Lymington
Lady Brilliana Harley
Lady Brilliana Harley
Lady Cavendish Bentick
Lady Cecil nee. Tufton
Lady Charlotte Fitzroy
Lady Charlotte Fitzroy Countess of Lichfield
Lady Charlotte Fitzroy Lee
Lady Charlotte Lee
Lady Dorothy Stafford
Lady Edith Windebank
Lady Edith Windebanke
Lady Eleanor Davies
Lady Eleanor Douglas
Lady Eleanor Touchet
Lady Elizabeth Barnard
Lady Elizabeth Berkeley
Lady Elizabeth Cecil
Lady Elizabeth Delaval
Lady Elizabeth Germain
Lady Elizabeth Gower
Lady Elizabeth Hastings
Lady Elizabeth Langham
Lady Elizabeth Livingston
Lady Elizabeth Russell
Lady Frances Egerton
Lady Frances Gower
Lady Frances Hobart
Lady Frances Rich
Lady Frances Stuart
Lady Frances Stuart Countess of Portland
Lady Frances Weston
Lady Grisell Baillie
Lady Henrietta Berkeley
Lady Hester Ley
Lady Hester Pulter
Lady Honora Ardglass nee. Boyle
Lady Honora Ardglass nee. Boyle Countess of Ardglass
Lady Isabella
Lady Isabella Finch
Lady Isabella Pierrepont nee. Bentinck
Lady Isabella Pierrepont nee. Bentinck Duchess of Kingston
Lady Jane Cavendish
Lady Jane Cheyne
Lady Jane Douglas
Lady Jane Dudley
Lady Jane Grey
Lady Katharine Manners
Lady Katharine Pelham
Lady Katherine Tufton
Lady Katherine Tufton Lady
Lady Lucy Herbert
Lady Lucy Somerset
Lady Lucy Somerset Baroness Latimer
Lady Margaret
Lady Margaret Burnet
Lady Margaret Cavendish Bentick
Lady Margaret Cavendish Bentick Duchess of Portland
Lady Margaret Cunningham
Lady Margaret Douglas
Lady Margaret Howard
Lady Margaret Kennedy
Lady Margaret Seymour
Lady Mary
Lady Mary Ashe Wilson
Lady Mary Fenwick
Lady Mary Grey
Lady Mary Herbert
Lady Mary Jacob
Lady Mary Keys
Lady Mary Percy
Lady Mary Sidney
Lady Mary Stuart
Lady Mary Stuart O'Donnell
Lady Mary Wortley
Lady Mary Wortley Montagu
Lady Mary Wroth
Lady Olivia Boteler
Lady Olivia Boteler Porter
Lady Olivia Porter
Lady Pierrepont nee. Bentinck
Lady Rachael Fane
Lady Wallop nee. Bennett
Lambert Osbaldeston
Lambert Simnel
Lancelot Addison
Lancelot Andrewes
Lancelot Blackburne
Lancelot Browne
Lancelot Coelson
Lancelot Colson
Lancelot Dawes
Lancelot Ridley
Lauchlan Mackintosh
Lauchlan Mackintosh of Torcastle
Lauchlan Maclachlan
Lauchlan of Torcastle
Launcelot Bulkeley
Laurence Aldersey
Laurence Anderton
Laurence Andrewe
Laurence Bodley
Laurence Braddon
Laurence Caddy
Laurence Cade
Laurence Chaderton
Laurence Charteris
Laurence Clarkson
Laurence Claxton
Laurence Culverwell
Laurence Echard
Laurence Esmonde
Laurence Eusden
Laurence Fogg
Laurence Hilliard
Laurence Howell
Laurence Humphrey
Laurence Hyde
Laurence Hyde Earl of Rochester
Laurence Jackson
Laurence Nowell
Laurence of Gask
Laurence Oliphant
Laurence Oliphant of Gask
Laurence Price
Laurence Ramsay
Laurence Saunders
Laurence Scroop
Laurence Tomson
Laurence Vaux
Laurence Whitaker
Laurence Womack
Laurence Womock
Laurence Wright
Laurent Delvaux
Lavalin Nugent
Lavina Bening
Lawrence Carter
Lawrence Clarkson
Lawrence Crawford
Lawrence Dalton
Lawrence Dinwiddie
Lawrence Humphrey
Lawrence Hyde
Lawrence Kemys
Lawrence Keymis
Lawrence Parsons
Lawrence Rooke
Lawrence Saunders
Lawrence Sheriff
Lawrence Tanfield
Lawrence Twyne
Lawrence Wright
Lazarus Seaman
Le Blon
Leander a Sancto Martino
Leander Jones
Lemuel Mathews
Lemuel Matthews
Leoline Jenkins
Leonard Busher
Leonard Calvert
Leonard Chamberlayne
Leonard Chappelow
Leonard Cox
Leonard Dacre
Leonard Digges
Leonard Fell
Leonard Garrle
Leonard Grey
Leonard Gurle
Leonard Hoar
Leonard Howard
Leonard Hutten
Leonard Lichfield
Leonard Mascall
Leonard Mawe
Leonard Pilkington
Leonard Plukenet
Leonard Poe
Leonard Ragapo
Leonard Stopes
Leonard Twells
Leonard Welsted
Leonard Wheatcroft
Leonard Willan
Leonard Wright
Leonell Sharp
Leonell Sharpe
Leonora David
Leonore Vierendeels
Letice Tredway
Letitia Cross
Letitia Tredway
Lettice Cary
Lettice Cressy
Lettice Devereux
Lettice Digby
Lettice Dudley
Lettice Fitzgerald
Lettice Knollys
Lettice Morison
Lettice Needham
Lettice Penyston
Lettice Pudsey
Levina Bening
Levina Benninck
Levina Teerlinc
Levinius Brown
Lewes Lewknor
Lewes Roberts
Lewis Atterbury
Lewis Bagot
Lewis Bayly
Lewis Bellenden
Lewis Bellenden of Auchnoll
Lewis Bryskett
Lewis Du Moulin
Lewis Dyve
Lewis Evans
Lewis Goupy
Lewis Hughes
Lewis Innes
Lewis Morris
Lewis of Auchnoll
Lewis Owen
Lewis Paul
Lewis Petit
Lewis Pickering
Lewis Pollard
Lewis Ramondon
Lewis Sabran
Lewis Sharpe
Lewis Stucley
Lewis Theobald
Lewis Thomas
Lewis Wager
Lewis Watson
Lewys Dwnn
Lewys Mon
Lilias Gillespie
Lilias Grant
Lilias Murray
Lilias Skene
Lionel Anderson
Lionel Copley
Lionel Cranfield
Lionel Cranfield Sackville
Lionel Cranfield third earl of Middlesex
Lionel Duckett
Lionel Gatford
Lionel Munson
Lionel Wafer
Lislebone Long
Littleton Powys
Littleton Ramondon
Livewell Chapman
Llywelyn ap Rhisiart
Lodovico Bassano
Lodowick Bryskett
Lodowick Carlell
Lodowick Carlile
Lodowick Lloyd
Lodowicke Muggleton
Lora Berkeley
Lora Trecarell
Lord Bernard Stuart
Lord Campbell of Ardmaddie
Lord Charles Hay
Lord Charles Hay of Linplum
Lord Charles of Linplum
Lord Deputy Henry Sidney
Lord Deputy Sidney
Lord Edward Denny
Lord Edward Denny First Earl of Norwich
Lord Francis Villiers
Lord George Murray
Lord Guildford Dudley
Lord Hay of Linplum
Lord Henry Dudley
Lord James Douglas
Lord John Grey
Lord John Seymour
Lord John Seymour Duke of Somerset
Lord Mark Kerr
Lord Neil Campbell
Lord Neil Campbell of Ardmaddie
Lord Neil of Ardmaddie
Lord Thomas Howard
Lord William Howard
Lording Barry
Lordly MacGregor
Lorenzo Campeggi
Lorenzo Campeggio
Lorenzo Guglielmo
Lorenzo Guglielmo Traversagni
Lorenzo Magalotti
Louis Cheron
Louis Crommelin
Louis de Perreau
Louis Du Guernier
Louis Duras
Louis Goupy
Louis Grabu
Louis Laguerre
Louise Renee de Penancoet de Keroualle
Lowjee Nusserwanjee Wadia
Lucas de Heere
Lucas Dillon
Lucas Horenbout
Lucas Hornebolt
Luce Baynham
Lucius Cary
Lucretia Bradshaw
Lucy Apsley
Lucy Brandon
Lucy Cecil
Lucy Danvers
Lucy Davies
Lucy Harington
Lucy Harvey
Lucy Hastings
Lucy Hay
Lucy Herbert
Lucy Hungerford
Lucy Hutchinson
Lucy Hyde
Lucy Mervyn
Lucy Morgan
Lucy Neville
Lucy Peckham
Lucy Percy
Lucy Reynell
Lucy Russell
Lucy Sidney
Lucy Somerset
Lucy Somerset Baroness Latimer
Lucy Walter
Lucy Walters
Lucy Watts
Ludovic Lindsay
Ludovic Lloyd
Ludovick Grant
Ludovick Grant of that ilk
Ludovick of that ilk
Ludovick Stewart
Ludovick Stuart
Ludovico Petrucci
Ludwig Maximilian
Ludwig Maximilian Mehemet von Konigstreu
Lughaidh � Cl_irigh
Lughaidh O Cleirigh
Lughaidh O'Clery
Luisa de Carvajal y Mendoza
Luke de Beaulieu
Luke Flintoft
Luke Fox
Luke Howard
Luke Hutton
Luke Lillingston
Luke Lillingstone
Luke Milbourne
Luke Robinson
Luke Schaub
Luke Shepherd
Luke Wadding
Luke Warde
Lupold von Wedel
Lydia Dugard
Lydia Dustin
Lydia Lancaster
Lydia Rawlinson
M. Marsin
Mabel Browne
Mabel Clifford
Mabel Dacre
Mabel Parr
MacGiolla Phádraig
Madam Cresswell
Madeleine Babington
Madeleine of Valois
Madgalene Poultney
Magdalen Brome
Magdalen Browne
Magdalen Dacre
Magdalen Downes
Magdalen Harpenden
Magdalen Herbert
Magdalen Middleton
Magdalen Newport
Magdalen Prideaux
Magdalene Aston
Magdeline Bruce
Maid of Kent
Mairi nighean Alasdair Ruaidh
Malachi Blake
Malachy Hartry
Malachy Queally
Malcolm Flemyng
Malcolm Hamilton
Malyn Chambre
Mannock John
Mannock John Strickland
Manteo
Manus O'Donnell
Maoilin Og Mac Bruaideadha
Maragaret Bourchier
Marcella Leake
Marcellus Laroon
Marcellus Laroon the elder
Marcellus the elder
Marchamont Nedham
Marchamont Needham
Marco Antonio de Dominis
Marco Raphael
Marco Ricci
Marcus Gheeraerts
Marcus Gheeraerts the elder
Marcus Gheeraerts the younger
Marcus the elder
Marcus the younger
Marcus Trevor
Marcy Clay
Maredudd ab Ieuan ap Robert
Margaret á Barrow
Margaret Abbot
Margaret Abbott
Margaret Aldy
Margaret Allde
Margaret Anderson
Margaret Angier
Margaret Appleton
Margaret Arden
Margaret Askew
Margaret Atwell
Margaret Audley
Margaret Babthorpe
Margaret Bacon
Margaret Barlow
Margaret Basforth
Margaret Bassano
Margaret Bassett
Margaret Baxter
Margaret Beaufort
Margaret Belknap
Margaret Bicknell
Margaret Blackborne
Margaret Blagge
Margaret Blount
Margaret Bostock
Margaret Bourchier
Margaret Boyd
Margaret Brayne
Margaret Brent
Margaret Brograve
Margaret Bromley
Margaret Brooke
Margaret Browne
Margaret Bryan
Margaret Burges
Margaret Burnet
Margaret Butler
Margaret Byron
Margaret Bysley
Margaret Campion
Margaret Carey
Margaret Cave
Margaret Cavendish
Margaret Cavendish Bentick
Margaret Cavendish Bentick Duchess of Portland
Margaret Charlton
Margaret Chedworth
Margaret Cholmeley
Margaret Clark
Margaret Cleefe
Margaret Clement
Margaret Clements
Margaret Clifford
Margaret Clitherow
Margaret Coffin
Margaret Coke
Margaret Cole
Margaret Compagni
Margaret Cooke
Margaret Copledike
Margaret Copley
Margaret Courtenay
Margaret Cranmer
Margaret Cropwell
Margaret Cunningham
Margaret Dacres
Margaret Dakins
Margaret Daniell
Margaret Davies
Margaret Dickson
Margaret Dodworth
Margaret Donnington
Margaret Dormer
Margaret Douglas
Margaret Driver
Margaret Drummond
Margaret Dymoke
Margaret Edgecumbe
Margaret Ellerbek
Margaret Elter
Margaret Erskine
Margaret Fell
Margaret Fiennes
Margaret Finch
Margaret Fitton
Margaret Fitzgerald
Margaret Flower
Margaret Foliot
Margaret Fortescue
Margaret Gamage
Margaret Garneys
Margaret Geddynge
Margaret Gerard
Margaret Giggs
Margaret Gigs
Margaret Godolphin
Margaret Goldsmith
Margaret Green
Margaret Grenville
Margaret Grey
Margaret Hadley
Margaret Hamilton
Margaret Harington
Margaret Harkett
Margaret Harlestone
Margaret Harrison
Margaret Hetzel
Margaret Hoby
Margaret Holsewyther
Margaret Hopton
Margaret Howard
Margaret Hughes
Margaret Hurleston
Margaret Johnson
Margaret Kelly
Margaret Kempe
Margaret Kennix
Margaret Kytson
Margaret Lambrun
Margaret Lemon
Margaret Leventhorpe
Margaret London
Margaret Lucas
Margaret Luttrell
Margaret Lygon
Margaret Maclauchlan
Margaret Mann
Margaret Manning
Margaret Mannock
Margaret Meyrick
Margaret Middleton
Margaret Mitchell
Margaret Mordaunt
Margaret More
Margaret Morley
Margaret Mulsho
Margaret Mundy
Margaret Neville
Margaret of Austria
Margaret of England
Margaret of Parma
Margaret of York
Margaret Parker
Margaret Pennington
Margaret Pennyman
Margaret Phesant
Margaret Plantagenet
Margaret Pole
Margaret Pole Countess of Salisbury
Margaret Poley
Margaret Port
Margaret Poyntz
Margaret Pratt
Margaret Pynson
Margaret Radcliffe
Margaret Ray
Margaret Reynold
Margaret Roper
Margaret Russell
Margaret Ryther
Margaret Sackville
Margaret Sandys
Margaret Saunders
Margaret Scargill
Margaret Scott
Margaret Scrope
Margaret Scutt
Margaret Seymour
Margaret Shelton
Margaret Skipwith
Margaret Spring
Margaret St. John
Margaret Stafford
Margaret Stanhope
Margaret Starkey
Margaret Stewart
Margaret Sulyard
Margaret Sutton
Margaret Sweet
Margaret Swynnerton
Margaret Talboys
Margaret Talkerne
Margaret Throckmorton
Margaret Thurston
Margaret Traves
Margaret Tudor
Margaret Tudor of England
Margaret Turner
Margaret Tyler
Margaret Tyrrell
Margaret Vaughan
Margaret Vernon
Margaret Ward
Margaret Warner
Margaret Warton
Margaret Wentworth
Margaret Whetehill
Margaret Whetenhall
Margaret White
Margaret Wilberforce
Margaret Willoughby
Margaret Windsor
Margaret Wogon
Margaret Wood
Margaret Woodford
Margaret Woodville
Margaret Wotton
Margaret Wyatt
Margaret Wyndham
Margaret Younger
Marged ferch Ifan
Margery Bowes
Margery Bray
Margery Brinklow
Margery Calthorpe
Margery Crocker
Margery Denton
Margery Drew
Margery Freeman
Margery Glynton
Margery Golding
Margery Gwynneth
Margery Hill
Margery Horsman
Margery Lambert
Margery Middlecott
Margery Norris
Margery Otwell
Margery Percy
Margery Perient
Margery Pigott
Margery Puttenham
Margery Saunders
Margery Skelton
Margery Wentworth
Margery Williams
Margery Witherick
Margot Boyd
Margret Clark
Maria de Rojas
Maria de Salazar
Maria de Salinas
Maria Enríquez de Toledo y Guzmán
Maria Gabriel Martin
Maria Gabriel Nell
Maria Heyman
Maria Scrope
Maria Thynne
Maria Touchet
Maria Willoughby
Marie Bochetel
Marie Briel
Marie Courcelles
Marie D'Assigny
Marie de Chatre
Marie de Guise
Marie de Medici
Marie Maillard
Marie Mountjoy
Marie of Guise
Marie Pages
Marion Bennett
Marion Boyd
Marion Cochrane
Marion Fairlie
Marion Kent
Marion Ogilvy
Marion Veitch
Marius D'Assigny
Marjory Cobbe
Mark Alexander
Mark Alexander Boyd
Mark Anthony
Mark Anthony Galliardello
Mark Barkworth
Mark Catesby
Mark Frank
Mark Hildesley
Mark Ker
Mark Kerr
Mark Lambert
Mark Lewis
Mark Ridley
Mark Sadlington
Mark Steward
Mark Trevor
Marlyn Oxenbridge
Marmaduke Coghill
Marmaduke Cradock
Marmaduke Huby
Marmaduke Langdale
Marmaduke Matthews
Marmaduke Middleton
Marmaduke Rawdon
Marmaduke Roydon
Marquess of Rockingham
Marten Micron
Martha Blount
Martha Calvert
Martha Carew
Martha Carrier
Martha Corey
Martha Cranfield
Martha Denny
Martha Dorsett
Martha Fowke
Martha Giffard
Martha Hatfield
Martha Moulsworth
Martha Nesbit
Martha Sansom
Martha Shackleton
Martha Simmonds
Martha Simmons
Martha Southcote
Martha Temple
Martha Tharpe
Martha Woodville
Martin Beckman
Martin Benson
Martin Billingsley
Martin Bladen
Martin Bond
Martin Bowes
Martin Browne
Martin Bucer
Martin Clifford
Martin Finch
Martin Folkes
Martin Fotherby
Martin Frobisher
Martin Fynch
Martin Grene
Martin Heton
Martin Holbeach
Martin Holbech
Martin Lister
Martin Lluelyn
Martin Marprelate
Martin Martin
Martin Mason
Martin Noell
Martin Parker
Martin Peerson
Martin Powell
Martin Pring
Martin Tomkins
Martin Wright
Mary Adams
Mary Aldridge
Mary Allen
Mary Anne
Mary Anne Campion
Mary Arden
Mary Armine
Mary Arthington
Mary Arundell
Mary Ashe nee. Wilson
Mary Ashwell
Mary Astell
Mary Aubrey
Mary Aubry
Mary Aucher
Mary Avery
Mary Bankes
Mary Barber
Mary Barnes
Mary Barrett
Mary Basset
Mary Bassett
Mary Bayly
Mary Baynton
Mary Beale
Mary Beaton
Mary Beaumont
Mary Belasyse
Mary Belknap
Mary Bellenden of Mamore
Mary Berkeley
Mary Betterton
Mary Blakeney
Mary Blythe
Mary Boleyn
Mary Boreman
Mary Borough
Mary Boughton
Mary Box
Mary Boyle
Mary Brandon
Mary Brooke
Mary Brooks
Mary Browne
Mary Bruges
Mary Brydges
Mary Burwell
Mary Caesar
Mary Campbell
Mary Campbell of Mamore
Mary Capel
Mary Carey
Mary Carleill
Mary Carleton
Mary Cary
Mary Caryll
Mary Cavendish
Mary Cecil
Mary Chandler
Mary Channing
Mary Cheke
Mary Cholmondeley
Mary Chudleigh
Mary Clarke
Mary Clavering
Mary Clerke
Mary Clopton
Mary Cocker
Mary Colles
Mary Collett
Mary Collett Ferrar
Mary Collier
Mary Corbet
Mary Cornwallis
Mary Cotton
Mary Cowper
Mary Cradock
Mary Cresswell
Mary Crompton
Mary Cromwell
Mary Cross
Mary Curzon
Mary Dacre
Mary Dale
Mary Danet
Mary Daniel
Mary Darcy
Mary Darrell
Mary Davies
Mary Davis
Mary Davys
Mary de Guise
Mary de Vere
Mary Defermeau
Mary Delany
Mary Denny
Mary Denys
Mary Dereham
Mary Dering
Mary Dixwell
Mary Drummond
Mary Dudley
Mary Dyer
Mary Dymoke
Mary Easty
Mary Evelyn
Mary Eyre
Mary Fage
Mary Fallowfield
Mary Farrar
Mary Fenwick
Mary Ferrar
Mary Fiennes
Mary Fillis
Mary Fisher
Mary Fitton
Mary Fitzalan
Mary Fitzgerald
Mary Fitzherbert
Mary Fitzroy
Mary Fleming
Mary Forster
Mary Frith
Mary Fynch
Mary Gadbury
Mary Gainsford
Mary Gargrave
Mary Gedge
Mary Germain
Mary Giffard
Mary Glover
Mary Godtheridg
Mary Granville
Mary Grey
Mary Griffin
Mary Griffith
Mary Grosvenor
Mary Gunter
Mary Gyll
Mary Hall
Mary Harbottle
Mary Harvey
Mary Hastings
Mary Hawtrey
Mary Herbert
Mary Heron
Mary Herrick
Mary Hervey
Mary Hill
Mary Hillersden
Mary Hobry
Mary Hoby
Mary Hoddy
Mary Holcroft
Mary Holford
Mary Holt
Mary Homfray
Mary Honywood
Mary Howard
Mary Hungerford
Mary Hussey
Mary I
Mary II
Mary Jackson
Mary Jennings
Mary Jepp
Mary Joseph
Mary Joseph Butler
Mary Keith
Mary Kempe
Mary Kent
Mary Keys
Mary Killigrew
Mary King
Mary Kingston
Mary Knatchbull
Mary Knight
Mary Knipp
Mary Kytson
Mary Lacon
Mary Lassells
Mary Lee
Mary Lepell
Mary Lewis
Mary Linche
Mary Lindsey
Mary Littleton
Mary Livingston
Mary Long
Mary Lougher
Mary Love
Mary Lovel
Mary Lucas
Mary Lygon
Mary Lynch
Mary Maitland
Mary Markham
Mary Martyn
Mary Mathews
Mary Mercer
Mary Middlemore
Mary Mildmay
Mary Milton
Mary Mirfyn
Mary Moders
Mary Mogg
Mary Molesworth
Mary Monck
Mary Mordaunt
Mary More
Mary Moundeford
Mary Mountjoy
Mary Mulsho
Mary Neville
Mary Newborough
Mary Newman
Mary Norris
Mary Norton
Mary O'Dowde
Mary of England
Mary of Guise
Mary of Hungary
Mary of Mamore
Mary of Modena
Mary of Orange
Mary of Scots
Mary Overton
Mary Oxlie
Mary Paisible
Mary Parker
Mary Paulet
Mary Pendarves
Mary Penington
Mary Pennyman
Mary Percy
Mary Perkins
Mary Pickering
Mary Pix
Mary Plowden
Mary Polewhele
Mary Pope
Mary Pordage
Mary Portman
Mary Powell
Mary Poyntz
Mary Prince
Mary Proude
Mary Pye
Mary Queen of Scots
Mary Radcliffe
Mary Ramsey
Mary Read
Mary Rich
Mary Rogers
Mary Rollesley
Mary Roos
Mary Roper
Mary Rowlandson
Mary Roydon
Mary Ryther
Mary Sackville
Mary Salisbury
Mary Saunderson
Mary Say
Mary Scrope
Mary Scudamore
Mary Seton
Mary Seymour
Mary Sheldon
Mary Shelton
Mary Shireburne
Mary Sidney
Mary Simmons
Mary Slaney
Mary Somer
Mary Somerset
Mary Southwell
Mary Speke
Mary St. Leger
Mary St. Loe
Mary Stafford
Mary Stanley
Mary Stone
Mary Stourton
Mary Stuart
Mary Stuart II
Mary Stuart O'Donnell
Mary Stuart of England
Mary Talbot
Mary Talcott
Mary Targett
Mary Throckmorton
Mary Tichborne
Mary Towneley
Mary Tracy
Mary Tresham
Mary Trye
Mary Tudor
Mary Tudor I
Mary Tudor of England
Mary Tufton
Mary Tyrrell
Mary Vere
Mary Verney
Mary Victoria
Mary Villiers
Mary Walcott
Mary Waldegrave
Mary Walpole
Mary Walsingham
Mary Ward
Mary Waters
Mary Weld
Mary Wentworth
Mary West
Mary White
Mary Willington
Mary Witham
Mary Wolverston
Mary Woodhull
Mary Woods
Mary Wortley
Mary Wortley Montagu
Mary Wotton
Mary Wriothesley
Mary Wroth
Mary Zouche
Mascal Gyles
Massasoit
Mathew Bacon
Mathew Gibson
Mathew Hale
Mathew O'Hartegan
Mathew Schiffner
Mathew Shiffner
Mathias de L'Obel
Matilda Cotton
Matilda Lane
Matilda Parr
Matilda Roos
Matoaka
Mattheus Crom
Matthew Alured
Matthew Appleyard
Matthew Atkinson
Matthew Aylmer
Matthew Baker
Matthew Barker
Matthew Boynton
Matthew Boynton of Barmston
Matthew Brettingham
Matthew Brettingham the elder
Matthew Bryan
Matthew Caffyn
Matthew Carew
Matthew Carter
Matthew Clarke
Matthew Clerk
Matthew Cradock
Matthew Day
Matthew de Renzy
Matthew Decker
Matthew Godwin
Matthew Godwyn
Matthew Gosset
Matthew Green
Matthew Griffith
Matthew Grove
Matthew Gwinne
Matthew Henry
Matthew Hole
Matthew Hopkins
Matthew Hutton
Matthew Kellison
Matthew Lister
Matthew Locke
Matthew Mackarell
Matthew Mainwaring
Matthew Makkarell
Matthew Marryott
Matthew Mead
Matthew Meade
Matthew Medbourne
Matthew Morgan
Matthew Newcomen
Matthew of Barmston
Matthew Parker
Matthew Pattenson
Matthew Pole
Matthew Poole
Matthew Postlethwayt
Matthew Prior
Matthew Robinson
Matthew Roydon
Matthew Schiffner
Matthew Scrivener
Matthew Shiffner
Matthew Simmons
Matthew Skinner
Matthew Smith
Matthew Smyth
Matthew Snelling
Matthew Stewart
Matthew Stoneham
Matthew Sutcliffe
Matthew Sylvester
Matthew the elder
Matthew Thomlinson
Matthew Tindal
Matthew Tomlinson
Matthew Towgood
Matthew Warren
Matthew White
Matthew Wren
Matthias Candler
Matthias Christmas
Matthias Earbery
Matthias Gillet
Matthias Mawson
Matthias Pasor
Matthias Schiffner
Matthias Shiffner
Maud Bevil
Maud Curzon
Maud Fawcon
Maud Green
Maud Hamner
Maud Lane
Maud Longford
Maud Parr
Maud Stone
Maude Luffkyn
Maurice Abbot
Maurice Berkeley
Maurice Browne
Maurice Chauncy
Maurice Clenock
Maurice Clenocke
Maurice Eustace
Maurice Ewens
Maurice Greene
Maurice Griffin
Maurice Griffith
Maurice Johnson
Maurice MacDougal
Maurice Newport
Maurice of the Rhine
Maurice Thompson
Maurice Thomson
Maurice Webster
Maurice Wheeler
Mauritius Boheme
Mauritius Bohemus
Maximilian Pettus
Maximilian Petty
Medard Chouart
Mehetabel Wesley
Mehetabel Wright
Meiler Magrath
Meinhard Schomberg
Melusine von der
Melusine von der Schulenburg
Menasseh ben Israel
Mercy Allen
Mercy Lewis
Meredith Hanmer
Merial Christmas
Merial Throckmorton
Meric Casaubon
Merill Vaux
Mervin Touchet
Messenger Monsey
Metacom
Miantonomo
Micaiah Perry
Micaiah Pery
Micajah Perry
Michael Alford
Michael Alphonsus]
Michael Angelo
Michael Angelo Florio
Michael Boyle
Michael Bruce
Michael Burghers
Michael Butterfield
Michael Cavendish
Michael Cosowarth
Michael Cosworth
Michael Dahl
Michael Dalton
Michael de la Roche
Michael Drayton
Michael East
Michael Foster
Michael Geddes
Michael German
Michael Godfrey
Michael Griffith
Michael Hall
Michael Heneage
Michael Hickes
Michael Honywood
Michael Hudson
Michael Jermin
Michael Jones
Michael Lempri�re
Michael Livesay
Michael Lok
Michael Maittaire
Michael Malard
Michael Maschiart
Michael Mohun
Michael Moone
Michael Moor
Michael Murgatrod
Michael Murgatroid
Michael Oldisworth
Michael Renniger
Michael Richards
Michael Rothe
Michael Rysbrack
Michael Sparke
Michael Stanhope
Michael Throckmorton
Michael Throgmorton
Michael Walpole
Michael Ward
Michael Wigglesworth
Michael Wise
Michel Cop
Michel Cope
Michel Lempriere
Michel Lempri�re
Michel O Cleirigh
Mickepher Alphery
Mildmay Fane
Mildred Cecil
Mildred Cooke
Miles Corbett
Miles Coverdale
Miles Fleetwood
Miles Gale
Miles Hobart
Miles Huggarde
Miles Mosse
Miles Partridge
Miles Philips
Miles Pinkney
Miles Prance
Miles Sindercombe
Miles Smith
Miles Stapleton
Miles Staplyton
Millicent Arundell
Mir Jafar Ali Khan
Miriam Khan
Miss Ann Ashe
Miss Elizabeth Newdigate
Mistress Anne Mason
Mitford Crowe
Moll Cutpurse
Moll King
Molly Mogg
Montagu Bacon
Montague Bertie
Montague Bertie Lord Willoughby of Eresby
Morgan Clynnog
Morgan Godwin
Morgan Godwyn
Morgan Joseph
Morgan Joseph Hansbie
Morgan Llwyd
Morgan Owen
Morgan Philipps
Morgan Phillips
Morgan Watkins
Morphita Kingsmill
Morris Wynn
Moses Glover
Moses Griffith
Moses Lowman
Moses Lumbrozo de Mattos
Moses Mendes
Moses Mendez
Moses Mocatta
Moses Pitt
Moses Solanus
Moses Stringer
Moses Wahl
Moses Wall
Moses Williams
Mother Gabley
Mother Shipton
Mountjoy Blount
Mrs Bradwell nee. Blower
Mrs Brilliana Rawdon
Mrs Jane Blower
Mrs Jane Bradwell
Mrs Jane Bradwell nee. Blower
Mrs Margaret Ray
Mrs Unknown Risley
Mrs. Brooke
Mrs. Dorothy
Mrs. Dorothy Brooke
Muircheartach O Cobhthaigh
Mulroney O'Carroll
Murdoch Nisbet
Muriel Bromley
Muriel Howard
Muriel Malte
Murrough O'Brien
Myles Blomefield
Myles Blomefylde
Myles Davies
Myles Standish
Nahum Tate
Nan Cobham
Narcissus Luttrell
Narcissus Marsh
Nathan Bailey
Nathan Denton
Nathan Field
Nathan Paget
Nathan Wright
Nathanael Ball
Nathanael Brent
Nathanael Carpenter
Nathanael Ranew
Nathanael Richards
Nathanael Salmon
Nathanael St Andre
Nathaniel Bacon
Nathaniel Barnardiston
Nathaniel Baxter
Nathaniel Bisbie
Nathaniel Bisby
Nathaniel Bliss
Nathaniel Bond
Nathaniel Boteler
Nathaniel Brent
Nathaniel Brook
Nathaniel Butler
Nathaniel Butter
Nathaniel Chamberlain
Nathaniel Chamberlen
Nathaniel Crew
Nathaniel Crewe
Nathaniel Cross
Nathaniel Crouch
Nathaniel Crynes
Nathaniel Culverwell
Nathaniel Curzon
